0,0,88976898454,384,ff01c400
1,0,88976901566,448,ff01c400
2,0,88976903142,1252,e0103400
3,0,88976907310,452,e0103400
4,0,88976908918,277688,e0103400
5,0,88977187478,296672,e0103400
6,0,88977485022,296848,e0103400
7,0,88977782730,296980,e0103400
8,0,88978080602,296552,e0103400
9,0,88978378042,296952,e0103400
10,0,88978675882,297060,e0103400
11,0,88978973870,296900,e0103400
12,0,88979271706,295980,e0103400
13,0,88979568586,292044,e0103400
14,0,88979861466,296596,e0103400
15,0,88980158898,296200,e0103400
16,0,88980455946,297100,e0103400
17,0,88980753926,296960,e0103400
18,0,88981051770,296548,e0103400
19,0,88981349202,296944,e0103400
20,0,88981647030,296956,e0103400
21,0,88981944886,296952,e0103400
22,0,88982242738,297232,e0103400
23,0,88982540878,296944,e0103400
24,0,88982838750,296492,e0103400
25,0,88983136170,291616,e0103400
26,0,88983428670,297064,e0103400
27,1,88983726688,688,e026a400
28,2,88983728352,696,e026ac00
29,3,88983730010,732,e026b400
30,0,88983731734,293352,e0103400
31,0,88984026090,296848,e0103400
32,0,88984323818,297068,e0103400
33,0,88984621774,296832,e0103400
34,0,88984919494,296244,e0103400
35,0,88985216634,291640,e0103400
36,0,88985509190,598432,e0103400
37,0,88986108902,808,e0103400
38,0,88986111562,820,e0103400
39,0,88986113222,972,ff01c400
40,0,88986116006,752,ff01c400
41,0,88986119402,452,ff01c400
42,0,88986120986,1440,e0103400
43,0,88986125390,452,e0103400
44,0,88986127010,277532,e0103400
45,0,88986405406,291684,e0103400
46,0,88986697974,296956,e0103400
47,0,88986995818,296544,e0103400
48,0,88987293250,297360,e0103400
49,0,88987591546,297080,e0103400
50,0,88987889558,296324,e0103400
51,0,88988186810,297008,e0103400
52,0,88988484694,296040,e0103400
53,0,88988781602,296564,e0103400
54,0,88989079034,296768,e0103400
55,0,88989376650,292080,e0103400
56,0,88989669570,297328,e0103400
57,0,88989967734,296896,e0103400
58,0,88990265494,296976,e0103400
59,0,88990563410,297008,e0103400
60,0,88990861346,296924,e0103400
61,0,88991159194,296904,e0103400
62,0,88991456990,296844,e0103400
63,0,88991754722,296648,e0103400
64,0,88992052254,291544,e0103400
65,0,88992344666,296864,e0103400
66,0,88992642402,297088,e0103400
67,0,88992940362,296968,e0103400
68,0,88993238174,296996,e0103400
69,0,88993536018,296572,e0103400
70,0,88993833446,296060,e0103400
71,0,88994130382,296680,e0103400
72,0,88994427990,297020,e0103400
73,0,88994725946,296376,e0103400
74,0,88995023214,296540,e0103400
75,0,88995320642,296952,e0103400
76,0,88995618482,593168,e0103400
77,0,88996213006,904,e0103400
78,0,88996214758,1044,f7fc1c00
79,0,88996217394,1568,f7fc1400
80,0,88996229114,640,f7fc1400
81,0,88996230770,1660,f7fc1c00
82,0,88996233870,448,f7fc1c00
83,0,88996237270,2120,f7fc1c00
84,0,88996240282,720,f7fc1c00
85,0,88996241914,1144,f7fc1c00
86,0,88996243962,1264,f7fc1c00
87,0,88996246926,1956,f7fc1c00
88,0,88996249762,540,f7fc1c00
89,0,88996251170,792,f7fc1c00
90,0,88996252810,900,f7fc1c00
91,1,88996254872,1276,f7fc2c00
92,0,88996257070,1940,f7fc1c00
93,0,88996259938,548,f7fc1c00
94,0,88996261306,604,f7fc1c00
95,0,88996262734,792,f7fc1c00
96,2,88996264684,1220,f7fc3400
97,0,88996266838,2036,f7fc1c00
98,0,88996269870,544,f7fc1c00
99,0,88996271334,664,f7fc1c00
100,0,88996272870,880,f7fc1c00
101,3,88996274958,1196,f7fc3c00
102,0,88996277094,1036,f7fc1c00
103,0,88996279042,1960,f7fc1c00
104,0,88996281878,580,f7fc1c00
105,0,88996283330,688,f7fc1c00
106,0,88996284898,932,f7fc1c00
107,0,88996288962,1288,f7fc1400
108,0,88996291802,448,f7fc1400
109,0,88996308370,1776,f7fc1c00
110,0,88996311350,1036,ff01c400
111,0,88996314250,932,f7fc4400
112,0,89003525362,1544,f7fc1400
113,0,89003528182,896,f7fc1400
114,0,89003537862,1084,f7fc1400
115,0,89003539818,980,f7fc1c00
116,0,89003542078,1384,f7fc1400
117,0,89003552338,1272,f7fc1c00
118,0,89003555074,452,f7fc1c00
119,0,89003557850,716,f7fc1c00
120,0,89003559482,2096,f7fc1c00
121,0,89003562490,1036,f7fc1c00
122,0,89003564390,1096,f7fc1c00
123,0,89003566314,672,f7fc1c00
