0,0,88788867712,584,ff01a400
1,0,88788870856,448,ff01a400
2,0,88788872444,1260,e0101400
3,0,88788876580,452,e0101400
4,0,88788878120,277392,e0101400
5,0,88789156388,291676,e0101400
6,0,88789448936,297060,e0101400
7,0,88789746860,291688,e0101400
8,0,88790039440,291644,e0101400
9,0,88790331976,296828,e0101400
10,0,88790629700,292060,e0101400
11,0,88790922680,291504,e0101400
12,0,88791215124,291696,e0101400
13,0,88791507728,296932,e0101400
14,0,88791805512,291288,e0101400
15,0,88792097640,297000,e0101400
16,0,88792395480,292512,e0101400
17,0,88792688868,290436,e0101400
18,0,88792980176,296668,e0101400
19,0,88793277708,291756,e0101400
20,0,88793570348,291448,e0101400
21,0,88793862676,297064,e0101400
22,0,88794160632,291252,e0101400
23,0,88794452776,291128,e0101400
24,0,88794744840,296088,e0101400
25,0,88795041868,292004,e0101400
26,0,88795334752,297068,e0101400
27,1,88795632792,732,e0268400
28,2,88795634544,712,e0268c00
29,3,88795636230,712,e0269400
30,0,88795637916,287952,e0101400
31,0,88795926908,291496,e0101400
32,0,88796219284,291656,e0101400
33,0,88796511832,297052,e0101400
34,0,88796809776,291540,e0101400
35,0,88797102556,792,e0101400
36,0,88797104480,288156,e0101400
37,0,88797393576,588212,e0101400
38,0,88797983288,812,e0101400
39,0,88797984948,964,ff01a400
40,0,88797987744,820,ff01a400
41,0,88797991104,452,ff01a400
42,0,88797992692,1372,e0101400
43,0,88797996928,452,e0101400
44,0,88797998488,277156,e0101400
45,0,88798276504,296876,e0101400
46,0,88798574264,291664,e0101400
47,0,88798866820,291736,e0101400
48,0,88799159448,296028,e0101400
49,0,88799456408,291616,e0101400
50,0,88799748952,297020,e0101400
51,0,88800046912,291188,e0101400
52,0,88800338980,291536,e0101400
53,0,88800631376,297100,e0101400
54,0,88800929340,291156,e0101400
55,0,88801221340,291376,e0101400
56,0,88801513556,296896,e0101400
57,0,88801811312,291280,e0101400
58,0,88802103452,291768,e0101400
59,0,88802396156,296904,e0101400
60,0,88802693992,291620,e0101400
61,0,88802986520,295588,e0101400
62,0,88803282996,292056,e0101400
63,0,88803575940,291344,e0101400
64,0,88803868176,296856,e0101400
65,0,88804165896,291548,e0101400
66,0,88804458320,291772,e0101400
67,0,88804750976,297376,e0101400
68,0,88805049204,290856,e0101400
69,0,88805340896,291292,e0101400
70,0,88805633036,297300,e0101400
71,0,88805931216,292164,e0101400
72,0,88806224320,291076,e0101400
73,0,88806516324,297024,e0101400
74,0,88806814244,291640,e0101400
75,0,88807106768,291652,e0101400
76,0,88807399316,588372,e0101400
77,0,88807989064,936,e0101400
78,0,88807990868,1028,f7fc1400
79,0,88807994776,452,f7fc1400
80,0,88807996972,2072,f7fc1400
81,0,88807999860,1232,f7fc1400
82,0,88808001920,1432,f7fc1400
83,0,88808004980,2020,f7fc1400
84,0,88808007896,944,f7fc1400
85,0,88808009748,1204,f7fc1400
86,1,88808011984,1868,f7fc2400
87,0,88808014804,2048,f7fc1400
88,1,88808017816,744,f7fc2400
89,0,88808019512,980,f7fc1400
90,0,88808021636,852,f7fc1400
91,2,88808023424,1912,f7fc2c00
92,0,88808026256,2172,f7fc1400
93,2,88808029396,760,f7fc2c00
94,0,88808031084,944,f7fc1400
95,0,88808032908,912,f7fc1400
96,3,88808034766,1916,f7fc3400
97,0,88808037600,924,f7fc1400
98,3,88808039570,844,f7fc3400
99,0,88808041336,1980,f7fc1400
100,0,88808044292,796,f7fc1400
101,0,88808045964,904,f7fc1400
102,0,88808050160,2436,f7fc1400
103,0,88808053484,720,f7fc1400
104,0,88808055356,1032,ff01a400
105,0,88808058280,860,f7fc3c00
106,0,88815209096,2004,f7fc1400
107,0,88815213764,836,f7fc1400
108,0,88815215512,1892,f7fc1400
109,0,88815218280,916,f7fc1400
110,0,88815220024,856,f7fc1400
